13.00  ,  479.00  ,  571.00  ,  65.00  ,  186.00  ,  167.00  ,  
7.00  ,  566.00  ,  552.00  ,  57.00  ,  189.00  ,  167.00  ,  
3.00  ,  668.00  ,  562.00  ,  51.00  ,  192.00  ,  165.00  ,  
0.00  ,  761.00  ,  580.00  ,  45.00  ,  192.00  ,  163.00  ,  
0.00  ,  840.00  ,  521.00  ,  38.00  ,  193.00  ,  162.00  ,  
0.00  ,  865.00  ,  529.00  ,  30.00  ,  195.00  ,  161.00  ,  
0.00  ,  842.00  ,  545.00  ,  19.00  ,  196.00  ,  160.00  ,  
0.00  ,  790.00  ,  495.00  ,  9.00  ,  197.00  ,  160.00  ,  
0.00  ,  736.00  ,  483.00  ,  1.00  ,  199.00  ,  158.00  ,  
0.00  ,  722.00  ,  447.00  ,  1.00  ,  199.00  ,  157.00  ,  
0.00  ,  735.00  ,  371.00  ,  1.00  ,  198.00  ,  156.00  ,  
0.00  ,  724.00  ,  361.00  ,  0.00  ,  198.00  ,  155.00  ,  
0.00  ,  703.00  ,  328.00  ,  0.00  ,  196.00  ,  153.00  ,  
0.00  ,  693.00  ,  294.00  ,  1.00  ,  195.00  ,  151.00  ,  
0.00  ,  711.00  ,  311.00  ,  4.00  ,  188.00  ,  150.00  ,  
0.00  ,  728.00  ,  305.00  ,  0.00  ,  188.00  ,  150.00  ,  
0.00  ,  713.00  ,  362.00  ,  0.00  ,  185.00  ,  149.00  ,  
0.00  ,  695.00  ,  416.00  ,  0.00  ,  177.00  ,  148.00  ,  
0.00  ,  677.00  ,  437.00  ,  0.00  ,  177.00  ,  146.00  ,  
1.00  ,  671.00  ,  486.00  ,  1.00  ,  176.00  ,  144.00  ,  
2.00  ,  676.00  ,  492.00  ,  0.00  ,  171.00  ,  143.00  ,  
1.00  ,  682.00  ,  491.00  ,  0.00  ,  169.00  ,  143.00  ,  
1.00  ,  685.00  ,  491.00  ,  0.00  ,  169.00  ,  143.00  ,  
0.00  ,  677.00  ,  456.00  ,  0.00  ,  166.00  ,  143.00  ,  
0.00  ,  662.00  ,  456.00  ,  0.00  ,  165.00  ,  142.00  ,  
0.00  ,  649.00  ,  446.00  ,  0.00  ,  166.00  ,  141.00  ,  
0.00  ,  638.00  ,  421.00  ,  0.00  ,  165.00  ,  139.00  ,  
0.00  ,  621.00  ,  416.00  ,  0.00  ,  166.00  ,  137.00  ,  
0.00  ,  598.00  ,  383.00  ,  0.00  ,  168.00  ,  135.00  ,  
0.00  ,  586.00  ,  358.00  ,  0.00  ,  168.00  ,  134.00  ,  
0.00  ,  593.00  ,  346.00  ,  0.00  ,  171.00  ,  132.00  ,  
0.00  ,  618.00  ,  323.00  ,  0.00  ,  170.00  ,  131.00  ,  
0.00  ,  643.00  ,  323.00  ,  0.00  ,  168.00  ,  129.00  ,  
0.00  ,  657.00  ,  330.00  ,  0.00  ,  172.00  ,  129.00  ,  
0.00  ,  655.00  ,  338.00  ,  0.00  ,  170.00  ,  128.00  ,  
0.00  ,  656.00  ,  360.00  ,  0.00  ,  170.00  ,  127.00  ,  
0.00  ,  672.00  ,  366.00  ,  0.00  ,  175.00  ,  126.00  ,  
0.00  ,  648.00  ,  378.00  ,  0.00  ,  176.00  ,  126.00  ,  
0.00  ,  619.00  ,  393.00  ,  0.00  ,  172.00  ,  127.00  ,  
0.00  ,  582.00  ,  395.00  ,  0.00  ,  173.00  ,  125.00  ,  
0.00  ,  559.00  ,  398.00  ,  0.00  ,  174.00  ,  124.00  ,  
0.00  ,  543.00  ,  397.00  ,  0.00  ,  170.00  ,  123.00  ,  
0.00  ,  540.00  ,  392.00  ,  0.00  ,  167.00  ,  124.00  ,  
0.00  ,  544.00  ,  384.00  ,  0.00  ,  167.00  ,  122.00  ,  
0.00  ,  540.00  ,  366.00  ,  0.00  ,  167.00  ,  120.00  ,  
0.00  ,  534.00  ,  358.00  ,  0.00  ,  165.00  ,  121.00  ,  
0.00  ,  528.00  ,  350.00  ,  0.00  ,  163.00  ,  120.00  ,  
0.00  ,  524.00  ,  337.00  ,  0.00  ,  162.00  ,  119.00  ,  
0.00  ,  522.00  ,  337.00  ,  0.00  ,  161.00  ,  119.00  ,  
0.00  ,  521.00  ,  333.00  ,  0.00  ,  159.00  ,  118.00  ,  
0.00  ,  528.00  ,  324.00  ,  0.00  ,  159.00  ,  118.00  ,  
0.00  ,  535.00  ,  318.00  ,  0.00  ,  157.00  ,  119.00  ,  
0.00  ,  539.00  ,  310.00  ,  0.00  ,  155.00  ,  120.00  ,  
0.00  ,  542.00  ,  307.00  ,  0.00  ,  154.00  ,  119.00  ,  
0.00  ,  533.00  ,  310.00  ,  0.00  ,  153.00  ,  118.00  ,  
0.00  ,  521.00  ,  311.00  ,  0.00  ,  152.00  ,  118.00  ,  
0.00  ,  516.00  ,  317.00  ,  0.00  ,  151.00  ,  118.00  ,  
0.00  ,  505.00  ,  323.00  ,  0.00  ,  149.00  ,  117.00  ,  
0.00  ,  494.00  ,  325.00  ,  0.00  ,  150.00  ,  114.00  ,  
0.00  ,  478.00  ,  326.00  ,  0.00  ,  149.00  ,  113.00  ,  
