0.00  ,  714.00  ,  210.00  ,  66.00  ,  117.00  ,  4.00  ,  
0.00  ,  658.00  ,  214.00  ,  66.00  ,  123.00  ,  1.00  ,  
0.00  ,  626.00  ,  228.00  ,  66.00  ,  129.00  ,  3.00  ,  
0.00  ,  646.00  ,  217.00  ,  65.00  ,  136.00  ,  0.00  ,  
0.00  ,  611.00  ,  221.00  ,  65.00  ,  142.00  ,  0.00  ,  
0.00  ,  516.00  ,  233.00  ,  67.00  ,  149.00  ,  0.00  ,  
0.00  ,  484.00  ,  216.00  ,  68.00  ,  156.00  ,  0.00  ,  
0.00  ,  563.00  ,  207.00  ,  66.00  ,  162.00  ,  0.00  ,  
0.00  ,  552.00  ,  200.00  ,  65.00  ,  165.00  ,  0.00  ,  
0.00  ,  480.00  ,  188.00  ,  65.00  ,  169.00  ,  0.00  ,  
0.00  ,  539.00  ,  193.00  ,  63.00  ,  173.00  ,  0.00  ,  
0.00  ,  550.00  ,  186.00  ,  61.00  ,  176.00  ,  0.00  ,  
0.00  ,  497.00  ,  179.00  ,  63.00  ,  183.00  ,  0.00  ,  
0.00  ,  550.00  ,  191.00  ,  64.00  ,  191.00  ,  0.00  ,  
0.00  ,  540.00  ,  193.00  ,  62.00  ,  199.00  ,  0.00  ,  
0.00  ,  529.00  ,  197.00  ,  63.00  ,  206.00  ,  0.00  ,  
0.00  ,  568.00  ,  203.00  ,  65.00  ,  211.00  ,  0.00  ,  
0.00  ,  508.00  ,  201.00  ,  64.00  ,  216.00  ,  0.00  ,  
0.00  ,  490.00  ,  212.00  ,  63.00  ,  220.00  ,  0.00  ,  
0.00  ,  529.00  ,  221.00  ,  63.00  ,  226.00  ,  0.00  ,  
0.00  ,  487.00  ,  220.00  ,  61.00  ,  230.00  ,  0.00  ,  
2.00  ,  403.00  ,  224.00  ,  61.00  ,  235.00  ,  1.00  ,  
23.00  ,  351.00  ,  221.00  ,  62.00  ,  240.00  ,  5.00  ,  
37.00  ,  340.00  ,  215.00  ,  63.00  ,  246.00  ,  6.00  ,  
46.00  ,  192.00  ,  209.00  ,  64.00  ,  252.00  ,  4.00  ,  
64.00  ,  84.00  ,  194.00  ,  63.00  ,  257.00  ,  2.00  ,  
75.00  ,  96.00  ,  183.00  ,  63.00  ,  264.00  ,  2.00  ,  
77.00  ,  168.00  ,  181.00  ,  63.00  ,  269.00  ,  2.00  ,  
68.00  ,  209.00  ,  179.00  ,  58.00  ,  273.00  ,  0.00  ,  
67.00  ,  220.00  ,  182.00  ,  55.00  ,  277.00  ,  0.00  ,  
64.00  ,  274.00  ,  186.00  ,  57.00  ,  280.00  ,  0.00  ,  
60.00  ,  384.00  ,  190.00  ,  57.00  ,  286.00  ,  0.00  ,  
61.00  ,  474.00  ,  199.00  ,  55.00  ,  292.00  ,  0.00  ,  
59.00  ,  505.00  ,  202.00  ,  57.00  ,  296.00  ,  0.00  ,  
49.00  ,  443.00  ,  202.00  ,  61.00  ,  301.00  ,  0.00  ,  
50.00  ,  476.00  ,  201.00  ,  60.00  ,  304.00  ,  0.00  ,  
41.00  ,  484.00  ,  196.00  ,  57.00  ,  308.00  ,  0.00  ,  
36.00  ,  459.00  ,  189.00  ,  57.00  ,  312.00  ,  2.00  ,  
24.00  ,  475.00  ,  180.00  ,  57.00  ,  317.00  ,  3.00  ,  
18.00  ,  477.00  ,  169.00  ,  55.00  ,  320.00  ,  4.00  ,  
20.00  ,  440.00  ,  157.00  ,  55.00  ,  324.00  ,  3.00  ,  
18.00  ,  449.00  ,  152.00  ,  57.00  ,  326.00  ,  1.00  ,  
21.00  ,  442.00  ,  150.00  ,  59.00  ,  328.00  ,  0.00  ,  
24.00  ,  371.00  ,  148.00  ,  59.00  ,  330.00  ,  0.00  ,  
28.00  ,  340.00  ,  149.00  ,  58.00  ,  332.00  ,  1.00  ,  
31.00  ,  331.00  ,  154.00  ,  55.00  ,  333.00  ,  3.00  ,  
37.00  ,  272.00  ,  158.00  ,  51.00  ,  334.00  ,  5.00  ,  
42.00  ,  238.00  ,  160.00  ,  51.00  ,  334.00  ,  6.00  ,  
41.00  ,  264.00  ,  163.00  ,  48.00  ,  334.00  ,  6.00  ,  
43.00  ,  291.00  ,  165.00  ,  46.00  ,  335.00  ,  4.00  ,  
43.00  ,  328.00  ,  164.00  ,  48.00  ,  336.00  ,  4.00  ,  
47.00  ,  323.00  ,  160.00  ,  47.00  ,  337.00  ,  3.00  ,  
41.00  ,  342.00  ,  157.00  ,  46.00  ,  337.00  ,  1.00  ,  
38.00  ,  371.00  ,  154.00  ,  47.00  ,  337.00  ,  3.00  ,  
36.00  ,  374.00  ,  151.00  ,  45.00  ,  337.00  ,  4.00  ,  
30.00  ,  391.00  ,  149.00  ,  44.00  ,  335.00  ,  3.00  ,  
