24.00  ,  73.00  ,  25.00  ,  16.00  ,  20.00
25.00  ,  72.00  ,  24.00  ,  16.00  ,  20.00
25.00  ,  71.00  ,  23.00  ,  16.00  ,  20.00
24.00  ,  71.00  ,  23.00  ,  16.00  ,  20.00
25.00  ,  72.00  ,  23.00  ,  16.00  ,  19.00
25.00  ,  71.00  ,  22.00  ,  16.00  ,  19.00
24.00  ,  71.00  ,  22.00  ,  16.00  ,  18.00
25.00  ,  70.00  ,  22.00  ,  15.00  ,  18.00
25.00  ,  69.00  ,  23.00  ,  15.00  ,  17.00
25.00  ,  69.00  ,  22.00  ,  15.00  ,  17.00
25.00  ,  68.00  ,  21.00  ,  16.00  ,  18.00
25.00  ,  66.00  ,  21.00  ,  16.00  ,  17.00
25.00  ,  66.00  ,  21.00  ,  16.00  ,  17.00
24.00  ,  65.00  ,  21.00  ,  15.00  ,  18.00
24.00  ,  64.00  ,  22.00  ,  15.00  ,  18.00
24.00  ,  64.00  ,  22.00  ,  15.00  ,  18.00
24.00  ,  65.00  ,  23.00  ,  15.00  ,  18.00
SEN.0  ,  SEN.01  ,  SEN.02  ,  SEN.03  ,  SEN.04
29.00  ,  92.00  ,  30.00  ,  2.00  ,  29.00
28.00  ,  91.00  ,  30.00  ,  2.00  ,  29.00
28.00  ,  90.00  ,  29.00  ,  2.00  ,  29.00
27.00  ,  91.00  ,  30.00  ,  1.00  ,  29.00
28.00  ,  92.00  ,  30.00  ,  2.00  ,  28.00
29.00  ,  92.00  ,  31.00  ,  0.00  ,  28.00
28.00  ,  90.00  ,  31.00  ,  0.00  ,  27.00
28.00  ,  88.00  ,  30.00  ,  0.00  ,  26.00
26.00  ,  87.00  ,  30.00  ,  0.00  ,  26.00
25.00  ,  86.00  ,  29.00  ,  0.00  ,  25.00
25.00  ,  85.00  ,  29.00  ,  0.00  ,  25.00
26.00  ,  84.00  ,  29.00  ,  0.00  ,  24.00
26.00  ,  83.00  ,  29.00  ,  0.00  ,  25.00
25.00  ,  81.00  ,  28.00  ,  0.00  ,  24.00
25.00  ,  82.00  ,  28.00  ,  0.00  ,  25.00
25.00  ,  82.00  ,  28.00  ,  0.00  ,  24.00
25.00  ,  82.00  ,  28.00  ,  0.00  ,  24.00
24.00  ,  82.00  ,  30.00  ,  0.00  ,  25.00
24.00  ,  81.00  ,  29.00  ,  0.00  ,  24.00
24.00  ,  81.00  ,  27.00  ,  0.00  ,  24.00
25.00  ,  81.00  ,  26.00  ,  0.00  ,  24.00
26.00  ,  80.00  ,  25.00  ,  0.00  ,  25.00
24.00  ,  78.00  ,  24.00  ,  0.00  ,  24.00
24.00  ,  77.00  ,  24.00  ,  0.00  ,  24.00
24.00  ,  76.00  ,  25.00  ,  0.00  ,  23.00
23.00  ,  76.00  ,  26.00  ,  0.00  ,  22.00
23.00  ,  76.00  ,  28.00  ,  0.00  ,  22.00
23.00  ,  75.00  ,  28.00  ,  0.00  ,  21.00
22.00  ,  74.00  ,  29.00  ,  0.00  ,  21.00
22.00  ,  74.00  ,  29.00  ,  0.00  ,  21.00
23.00  ,  74.00  ,  29.00  ,  0.00  ,  20.00
21.00  ,  74.00  ,  26.00  ,  0.00  ,  19.00
20.00  ,  74.00  ,  25.00  ,  0.00  ,  19.00
21.00  ,  72.00  ,  24.00  ,  0.00  ,  19.00
22.00  ,  72.00  ,  23.00  ,  0.00  ,  19.00
21.00  ,  71.00  ,  24.00  ,  0.00  ,  18.00
20.00  ,  70.00  ,  25.00  ,  0.00  ,  18.00
20.00  ,  70.00  ,  26.00  ,  0.00  ,  19.00
19.00  ,  70.00  ,  26.00  ,  0.00  ,  19.00
19.00  ,  69.00  ,  24.00  ,  0.00  ,  19.00
18.00  ,  68.00  ,  22.00  ,  0.00  ,  19.00
18.00  ,  68.00  ,  22.00  ,  0.00  ,  18.00
19.00  ,  67.00  ,  24.00  ,  0.00  ,  18.00
19.00  ,  67.00  ,  25.00  ,  0.00  ,  19.00
20.00  ,  67.00  ,  27.00  ,  0.00  ,  19.00
20.00  ,  68.00  ,  27.00  ,  0.00  ,  18.00
19.00  ,  66.00  ,  27.00  ,  0.00  ,  18.00
19.00  ,  65.00  ,  25.00  ,  0.00  ,  18.00
19.00  ,  65.00  ,  23.00  ,  0.00  ,  17.00
18.00  ,  65.00  ,  23.00  ,  0.00  ,  16.00
19.00  ,  65.00  ,  24.00  ,  0.00  ,  16.00
19.00  ,  63.00  ,  24.00  ,  0.00  ,  16.00
20.00  ,  62.00  ,  26.00  ,  0.00  ,  16.00
19.00  ,  60.00  ,  26.00  ,  0.00  ,  15.00
20.00  ,  61.00  ,  27.00  ,  0.00  ,  15.00
19.00  ,  61.00  ,  27.00  ,  0.00  ,  15.00
20.00  ,  60.00  ,  24.00  ,  0.00  ,  15.00
19.00  ,  60.00  ,  23.00  ,  0.00  ,  15.00
19.00  ,  61.00  ,  22.00  ,  0.00  ,  15.00
19.00  ,  60.00  ,  21.00  ,  0.00  ,  15.00
