0.00  ,  86.00  ,  354.00  ,  22.00  ,  69.00  ,  35.00  ,  
0.00  ,  85.00  ,  340.00  ,  22.00  ,  67.00  ,  35.00  ,  
0.00  ,  90.00  ,  383.00  ,  23.00  ,  67.00  ,  35.00  ,  
0.00  ,  96.00  ,  347.00  ,  26.00  ,  68.00  ,  34.00  ,  
0.00  ,  103.00  ,  331.00  ,  29.00  ,  68.00  ,  33.00  ,  
0.00  ,  119.00  ,  344.00  ,  31.00  ,  67.00  ,  34.00  ,  
0.00  ,  133.00  ,  305.00  ,  32.00  ,  66.00  ,  35.00  ,  
0.00  ,  145.00  ,  305.00  ,  34.00  ,  66.00  ,  35.00  ,  
0.00  ,  148.00  ,  284.00  ,  37.00  ,  66.00  ,  34.00  ,  
0.00  ,  143.00  ,  220.00  ,  39.00  ,  64.00  ,  33.00  ,  
0.00  ,  133.00  ,  127.00  ,  40.00  ,  62.00  ,  33.00  ,  
0.00  ,  121.00  ,  84.00  ,  41.00  ,  63.00  ,  33.00  ,  
0.00  ,  106.00  ,  144.00  ,  44.00  ,  62.00  ,  33.00  ,  
0.00  ,  94.00  ,  158.00  ,  45.00  ,  62.00  ,  32.00  ,  
0.00  ,  86.00  ,  191.00  ,  47.00  ,  63.00  ,  32.00  ,  
0.00  ,  84.00  ,  255.00  ,  48.00  ,  61.00  ,  31.00  ,  
0.00  ,  92.00  ,  303.00  ,  48.00  ,  60.00  ,  32.00  ,  
0.00  ,  100.00  ,  322.00  ,  49.00  ,  61.00  ,  32.00  ,  
0.00  ,  107.00  ,  321.00  ,  48.00  ,  61.00  ,  31.00  ,  
0.00  ,  114.00  ,  313.00  ,  47.00  ,  62.00  ,  31.00  ,  
0.00  ,  115.00  ,  308.00  ,  47.00  ,  62.00  ,  31.00  ,  
0.00  ,  115.00  ,  308.00  ,  46.00  ,  62.00  ,  32.00  ,  
0.00  ,  133.00  ,  308.00  ,  46.00  ,  63.00  ,  32.00  ,  
0.00  ,  156.00  ,  285.00  ,  45.00  ,  63.00  ,  31.00  ,  
0.00  ,  175.00  ,  260.00  ,  43.00  ,  63.00  ,  31.00  ,  
0.00  ,  183.00  ,  256.00  ,  43.00  ,  63.00  ,  31.00  ,  
0.00  ,  187.00  ,  192.00  ,  40.00  ,  62.00  ,  31.00  ,  
0.00  ,  191.00  ,  127.00  ,  36.00  ,  61.00  ,  30.00  ,  
0.00  ,  188.00  ,  107.00  ,  34.00  ,  61.00  ,  31.00  ,  
0.00  ,  182.00  ,  108.00  ,  31.00  ,  61.00  ,  31.00  ,  
0.00  ,  179.00  ,  130.00  ,  28.00  ,  60.00  ,  31.00  ,  
0.00  ,  169.00  ,  145.00  ,  25.00  ,  59.00  ,  31.00  ,  
0.00  ,  154.00  ,  157.00  ,  24.00  ,  59.00  ,  32.00  ,  
0.00  ,  134.00  ,  198.00  ,  20.00  ,  57.00  ,  31.00  ,  
0.00  ,  114.00  ,  218.00  ,  17.00  ,  57.00  ,  31.00  ,  
0.00  ,  96.00  ,  224.00  ,  14.00  ,  55.00  ,  31.00  ,  
0.00  ,  86.00  ,  230.00  ,  11.00  ,  54.00  ,  30.00  ,  
0.00  ,  72.00  ,  224.00  ,  8.00  ,  53.00  ,  31.00  ,  
0.00  ,  45.00  ,  222.00  ,  6.00  ,  53.00  ,  31.00  ,  
0.00  ,  32.00  ,  217.00  ,  6.00  ,  51.00  ,  30.00  ,  
0.00  ,  37.00  ,  190.00  ,  5.00  ,  50.00  ,  30.00  ,  
0.00  ,  44.00  ,  173.00  ,  4.00  ,  50.00  ,  30.00  ,  
0.00  ,  61.00  ,  159.00  ,  4.00  ,  48.00  ,  29.00  ,  
0.00  ,  81.00  ,  147.00  ,  4.00  ,  48.00  ,  29.00  ,  
0.00  ,  105.00  ,  148.00  ,  3.00  ,  48.00  ,  29.00  ,  
0.00  ,  124.00  ,  148.00  ,  3.00  ,  48.00  ,  28.00  ,  
0.00  ,  139.00  ,  160.00  ,  4.00  ,  48.00  ,  28.00  ,  
0.00  ,  147.00  ,  193.00  ,  6.00  ,  49.00  ,  29.00  ,  
0.00  ,  147.00  ,  213.00  ,  6.00  ,  50.00  ,  29.00  ,  
0.00  ,  136.00  ,  229.00  ,  8.00  ,  51.00  ,  29.00  ,  
0.00  ,  120.00  ,  239.00  ,  10.00  ,  50.00  ,  29.00  ,  
0.00  ,  98.00  ,  237.00  ,  12.00  ,  47.00  ,  29.00  ,  
0.00  ,  83.00  ,  233.00  ,  14.00  ,  47.00  ,  29.00  ,  
0.00  ,  71.00  ,  221.00  ,  16.00  ,  46.00  ,  28.00  ,  
0.00  ,  59.00  ,  204.00  ,  18.00  ,  46.00  ,  29.00  ,  
0.00  ,  54.00  ,  188.00  ,  19.00  ,  46.00  ,  29.00  ,  
0.00  ,  56.00  ,  169.00  ,  21.00  ,  47.00  ,  29.00  ,  
0.00  ,  66.00  ,  153.00  ,  22.00  ,  46.00  ,  29.00  ,  
0.00  ,  82.00  ,  139.00  ,  24.00  ,  47.00  ,  29.00  ,  
0.00  ,  98.00  ,  124.00  ,  24.00  ,  48.00  ,  29.00  ,  
